PROCEDURE,Amount,Key_FS,Source
21433,"1,760.30",21433,Capital
21435,"1,427.15",21435,Capital
21436,"2,067.32",21436,Capital
21440,727.23,21440,Capital
21445,753.81,21445,Capital
21450,568.19,21450,Capital
21451,742.00,21451,Capital
21452,696.14,21452,Capital
21453,"1,056.17",21453,Capital
21454,487.43,21454,Capital
21461,"1,762.50",21461,Capital
21462,"1,881.49",21462,Capital
21465,797.08,21465,Capital
21470,"1,171.32",21470,Capital
21480,136.31,21480,Capital
21485,916.92,21485,Capital
21490,785.93,21490,Capital
21497,681.28,21497,Capital
21501,484.18,21501,Capital
21502,526.59,21502,Capital
21510,467.27,21510,Capital
21550,261.23,21550,Capital
21552,463.75,21552,Capital
21554,755.67,21554,Capital
21555,432.65,21555,Capital
21556,543.51,21556,Capital
21557,988.73,21557,Capital
21558,"1,383.93",21558,Capital
21600,581.54,21600,Capital
21601,"1,192.19",21601,Capital
21602,"1,574.78",21602,Capital
21603,"1,733.11",21603,Capital
21610,"1,301.58",21610,Capital
21615,650.18,21615,Capital
21616,747.89,21616,Capital
21620,519.07,21620,Capital
21627,561.77,21627,Capital
21630,"1,334.36",21630,Capital
21632,"1,259.28",21632,Capital
21685,995.79,21685,Capital
21700,372.76,21700,Capital
21705,558.92,21705,Capital
21720,565.28,21720,Capital
21725,558.04,21725,Capital
21740,"1,068.39",21740,Capital
21750,702.06,21750,Capital
21811,619.40,21811,Capital
21812,746.97,21812,Capital
21813,"1,028.14",21813,Capital
21820,153.93,21820,Capital
21825,569.35,21825,Capital
21920,252.19,21920,Capital
21925,497.33,21925,Capital
21930,505.36,21930,Capital
21931,488.08,21931,Capital
21932,685.61,21932,Capital
21933,765.65,21933,Capital
21935,"1,059.77",21935,Capital
21936,"1,469.80",21936,Capital
22010,"1,019.91",22010,Capital
22015,990.15,22015,Capital
22100,"1,008.44",22100,Capital
22101,917.85,22101,Capital
22102,792.01,22102,Capital
22103,140.32,22103,Capital
22110,"1,118.39",22110,Capital
22112,"1,219.94",22112,Capital
22114,"1,219.94",22114,Capital
22116,149.52,22116,Capital
22206,"2,598.79",22206,Capital
22207,"2,531.80",22207,Capital
22208,627.08,22208,Capital
22210,"1,888.18",22210,Capital
22212,"1,587.22",22212,Capital
22214,"1,588.47",22214,Capital
22216,381.17,22216,Capital
22220,"1,699.64",22220,Capital
22222,"1,898.47",22222,Capital
22224,"1,641.46",22224,Capital
22226,376.15,22226,Capital
22310,318.59,22310,Capital
22315,919.27,22315,Capital
22318,"1,782.67",22318,Capital
22319,"1,985.14",22319,Capital
22325,"1,565.65",22325,Capital
22326,"1,611.70",22326,Capital
22327,"1,634.83",22327,Capital
22328,300.02,22328,Capital
22505,134.42,22505,Capital
22510,"1,707.16",22510,Capital
22511,"1,702.43",22511,Capital
22512,698.37,22512,Capital
22513,"5,312.02",22513,Capital
22514,"5,285.27",22514,Capital
22515,"2,719.24",22515,Capital
22532,"1,900.84",22532,Capital
22533,"1,733.37",22533,Capital
22534,380.54,22534,Capital
22548,"2,127.15",22548,Capital
22551,"1,807.51",22551,Capital
22552,421.14,22552,Capital
22554,"1,337.97",22554,Capital
22556,"1,784.06",22556,Capital
22558,"1,602.29",22558,Capital
22585,342.65,22585,Capital
22586,"2,201.13",22586,Capital
22590,"1,701.64",22590,Capital
22595,"1,624.86",22595,Capital
22600,"1,384.34",22600,Capital
22610,"1,355.88",22610,Capital
22612,"1,660.59",22612,Capital
22614,415.43,22614,Capital
22630,"1,665.73",22630,Capital
22632,343.72,22632,Capital
22633,"1,913.02",22633,Capital
22634,514.55,22634,Capital
22800,"1,432.07",22800,Capital
22802,"2,224.54",22802,Capital
22804,"2,552.63",22804,Capital
22808,"1,932.03",22808,Capital
22810,"2,061.73",22810,Capital
22812,"2,258.08",22812,Capital
22818,"2,208.52",22818,Capital
22819,"2,541.31",22819,Capital
22830,864.58,22830,Capital
22836,"1,728.69",22836,Capital
22837,"1,904.85",22837,Capital
22838,"1,930.37",22838,Capital
22840,799.70,22840,Capital
22842,809.16,22842,Capital
22843,866.87,22843,Capital
22844,"1,033.44",22844,Capital
22845,771.54,22845,Capital
22846,803.64,22846,Capital
22847,819.69,22847,Capital
22848,378.54,22848,Capital
22849,"1,376.59",22849,Capital
22850,771.99,22850,Capital
22852,743.78,22852,Capital
22853,272.93,22853,Capital
22854,356.93,22854,Capital
22855,"1,170.67",22855,Capital
22856,"1,716.93",22856,Capital
22857,"1,792.83",22857,Capital
22858,534.13,22858,Capital
22859,353.16,22859,Capital
22860,346.92,22860,Capital
22861,"2,516.12",22861,Capital
22862,"2,510.96",22862,Capital
22864,"2,244.27",22864,Capital
22865,"2,449.66",22865,Capital
22867,"1,128.58",22867,Capital
22868,257.47,22868,Capital
22869,433.41,22869,Capital
22870,117.91,22870,Capital
22900,587.45,22900,Capital
22901,692.97,22901,Capital
22902,474.25,22902,Capital
22903,457.85,22903,Capital
22904,"1,087.55",22904,Capital
22905,"1,382.22",22905,Capital
23000,545.39,23000,Capital
23020,708.77,23020,Capital
23030,434.12,23030,Capital
23031,423.60,23031,Capital
23035,695.82,23035,Capital
23040,736.12,23040,Capital
23044,582.36,23044,Capital
23065,223.82,23065,Capital
23066,567.12,23066,Capital
23071,435.28,23071,Capital
23073,720.28,23073,Capital
23075,511.56,23075,Capital
23076,560.17,23076,Capital
23077,"1,174.73",23077,Capital
23078,"1,483.24",23078,Capital
23100,520.77,23100,Capital
23101,472.10,23101,Capital
23105,659.46,23105,Capital
23106,516.53,23106,Capital
23107,683.55,23107,Capital
23120,604.47,23120,Capital
23125,731.15,23125,Capital
23130,634.48,23130,Capital
23140,572.12,23140,Capital
23145,715.98,23145,Capital
23146,642.14,23146,Capital
23150,686.65,23150,Capital
23155,819.60,23155,Capital
23156,698.71,23156,Capital
23170,581.72,23170,Capital
23172,587.59,23172,Capital
23174,785.45,23174,Capital
23180,680.67,23180,Capital
23182,690.01,23182,Capital
23184,761.43,23184,Capital
23190,592.33,23190,Capital
23195,767.88,23195,Capital
23200,"1,543.16",23200,Capital
23210,"1,812.26",23210,Capital
23220,"1,983.33",23220,Capital
23330,295.38,23330,Capital
23333,486.96,23333,Capital
23334,"1,083.58",23334,Capital
23335,"1,298.26",23335,Capital
23350,155.51,23350,Capital
23395,"1,315.10",23395,Capital
23397,"1,172.30",23397,Capital
23400,998.88,23400,Capital
23405,629.69,23405,Capital
23406,743.91,23406,Capital
23410,840.62,23410,Capital
23412,874.47,23412,Capital
23415,716.47,23415,Capital
23420,999.46,23420,Capital
23430,763.67,23430,Capital
23440,779.48,23440,Capital
23450,971.87,23450,Capital
23455,"1,012.45",23455,Capital
23460,"1,119.97",23460,Capital
23462,"1,097.21",23462,Capital
23465,"1,148.66",23465,Capital
23466,"1,150.80",23466,Capital
23470,"1,227.58",23470,Capital
23472,"1,479.97",23472,Capital
23473,"1,647.25",23473,Capital
23474,"1,779.57",23474,Capital
23480,843.44,23480,Capital
23485,979.80,23485,Capital
23490,884.82,23490,Capital
23491,"1,043.04",23491,Capital
23500,231.79,23500,Capital
23505,372.86,23505,Capital
23515,739.41,23515,Capital
23520,249.37,23520,Capital
23525,409.56,23525,Capital
23530,592.66,23530,Capital
23532,644.92,23532,Capital
23540,247.32,23540,Capital
23545,373.41,23545,Capital
23550,588.29,23550,Capital
23552,666.85,23552,Capital
23570,243.57,23570,Capital
23575,424.71,23575,Capital
23585,"1,000.60",23585,Capital
23600,343.32,23600,Capital
23605,485.99,23605,Capital
23615,906.16,23615,Capital
23616,"1,269.11",23616,Capital
23620,280.14,23620,Capital
23625,400.15,23625,Capital
23630,801.76,23630,Capital
23650,345.90,23650,Capital
23655,420.78,23655,Capital
23660,601.78,23660,Capital
23665,450.93,23665,Capital
23670,896.46,23670,Capital
23675,572.23,23675,Capital
23680,944.17,23680,Capital
23700,200.39,23700,Capital
23800,"1,054.94",23800,Capital
23802,"1,315.95",23802,Capital
23900,"1,420.96",23900,Capital
23920,"1,153.35",23920,Capital
23921,485.25,23921,Capital
23930,356.21,23930,Capital
23931,296.43,23931,Capital
23935,527.53,23935,Capital
24000,492.57,24000,Capital
24006,733.03,24006,Capital
24065,254.56,24065,Capital
24066,624.75,24066,Capital
24071,419.51,24071,Capital
24073,716.00,24073,Capital
24075,525.53,24075,Capital
24076,562.66,24076,Capital
24077,"1,063.04",24077,Capital
24079,"1,371.25",24079,Capital
24100,433.30,24100,Capital
24101,516.66,24101,Capital
24102,634.07,24102,Capital
24105,368.65,24105,Capital
24110,607.92,24110,Capital
24115,759.34,24115,Capital
24116,885.17,24116,Capital
24120,547.65,24120,Capital
24125,641.50,24125,Capital
24126,669.69,24126,Capital
24130,524.09,24130,Capital
24134,769.28,24134,Capital
24136,651.16,24136,Capital
24138,705.22,24138,Capital
24140,721.84,24140,Capital
24145,612.39,24145,Capital
24147,642.96,24147,Capital
24149,"1,207.92",24149,Capital
24150,"1,584.57",24150,Capital
24152,"1,378.38",24152,Capital
24155,876.05,24155,Capital
24160,"1,289.85",24160,Capital
24164,746.06,24164,Capital
24200,217.48,24200,Capital
24201,610.59,24201,Capital
24220,182.31,24220,Capital
24300,446.46,24300,Capital
24301,771.61,24301,Capital
24305,595.12,24305,Capital
24310,487.75,24310,Capital
24320,802.70,24320,Capital
24330,739.31,24330,Capital
24331,807.93,24331,Capital
24332,633.59,24332,Capital
24340,612.35,24340,Capital
24341,767.33,24341,Capital
24342,794.51,24342,Capital
24343,732.14,24343,Capital
24344,"1,133.55",24344,Capital
24345,729.18,24345,Capital
24346,"1,133.55",24346,Capital
24357,421.16,24357,Capital
24358,543.77,24358,Capital
24359,681.95,24359,Capital
24360,927.99,24360,Capital
24361,"1,034.43",24361,Capital
24362,"1,089.69",24362,Capital
24363,"1,484.82",24363,Capital
24365,659.99,24365,Capital
24366,698.15,24366,Capital
24370,"1,572.85",24370,Capital
24371,"1,810.93",24371,Capital
24400,849.30,24400,Capital
24410,"1,086.51",24410,Capital
24420,"1,084.75",24420,Capital
24430,"1,082.61",24430,Capital
24435,"1,107.71",24435,Capital
24470,691.70,24470,Capital
24495,919.66,24495,Capital
24498,891.18,24498,Capital
24500,375.00,24500,Capital
24505,521.85,24505,Capital
24515,903.09,24515,Capital
24516,882.16,24516,Capital
24530,395.83,24530,Capital
24535,643.09,24535,Capital
24538,807.48,24538,Capital
24545,953.26,24545,Capital
24546,"1,063.63",24546,Capital
24560,342.66,24560,Capital
24565,559.07,24565,Capital
24566,739.74,24566,Capital
24575,752.27,24575,Capital
24576,362.88,24576,Capital
24577,574.14,24577,Capital
24579,856.50,24579,Capital
24582,836.98,24582,Capital
24586,"1,114.21",24586,Capital
24587,"1,118.35",24587,Capital
24600,393.29,24600,Capital
24605,492.83,24605,Capital
24615,733.33,24615,Capital
24620,606.77,24620,Capital
24635,692.99,24635,Capital
24640,102.95,24640,Capital
24650,272.53,24650,Capital
24655,465.83,24655,Capital
24665,673.77,24665,Capital
24666,751.54,24666,Capital
24670,302.23,24670,Capital
24675,475.56,24675,Capital
24685,670.88,24685,Capital
24800,856.91,24800,Capital
24802,"1,029.21",24802,Capital
24900,760.96,24900,Capital
24920,754.36,24920,Capital
24925,586.15,24925,Capital
24930,795.76,24930,Capital
24931,956.57,24931,Capital
24935,"1,248.05",24935,Capital
25000,353.20,25000,Capital
25001,355.94,25001,Capital
25020,734.02,25020,Capital
25023,"1,314.76",25023,Capital
25024,800.88,25024,Capital
25025,"1,259.73",25025,Capital
25028,686.98,25028,Capital
25031,379.09,25031,Capital
25035,607.16,25035,Capital
25040,574.40,25040,Capital
25065,251.21,25065,Capital
25066,375.87,25066,Capital
25071,438.04,25071,Capital
25073,551.00,25073,Capital
25075,511.46,25075,Capital
25076,532.08,25076,Capital
25077,896.54,25077,Capital
25078,"1,205.14",25078,Capital
25085,461.21,25085,Capital
25100,360.04,25100,Capital
25101,417.44,25101,Capital
25105,500.16,25105,Capital
25107,632.65,25107,Capital
25109,550.14,25109,Capital
25110,355.13,25110,Capital
25111,333.13,25111,Capital
25112,401.85,25112,Capital
25115,775.04,25115,Capital
25116,619.37,25116,Capital
25118,393.14,25118,Capital
25119,517.04,25119,Capital
25120,515.31,25120,Capital
25125,613.46,25125,Capital
25126,618.02,25126,Capital
25130,462.73,25130,Capital
25135,578.43,25135,Capital
25136,512.48,25136,Capital
25145,537.08,25145,Capital
25150,582.44,25150,Capital
25151,599.79,25151,Capital
25170,"1,505.86",25170,Capital
25210,506.48,25210,Capital
25215,635.60,25215,Capital
25230,445.09,25230,Capital
25240,442.47,25240,Capital
25246,188.26,25246,Capital
25248,438.00,25248,Capital
25250,549.81,25250,Capital
25251,741.11,25251,Capital
25259,439.09,25259,Capital
25260,650.10,25260,Capital
25263,652.21,25263,Capital
25265,775.26,25265,Capital
25270,507.73,25270,Capital
25272,577.34,25272,Capital
25274,681.05,25274,Capital
25275,689.66,25275,Capital
25280,581.27,25280,Capital
25290,448.20,25290,Capital
25295,540.73,25295,Capital
25300,709.75,25300,Capital
25301,660.60,25301,Capital
25310,637.00,25310,Capital
25312,735.80,25312,Capital
25315,792.60,25315,Capital
25316,942.16,25316,Capital
25320,"1,010.69",25320,Capital
25332,865.61,25332,Capital
25335,970.37,25335,Capital
25337,907.48,25337,Capital
25350,691.66,25350,Capital
25355,787.54,25355,Capital
25360,674.37,25360,Capital
25365,942.80,25365,Capital
25370,"1,038.53",25370,Capital
25375,979.98,25375,Capital
25390,787.92,25390,Capital
25391,"1,023.01",25391,Capital
25392,"1,040.93",25392,Capital
25393,"1,160.24",25393,Capital
25394,807.38,25394,Capital
25400,822.69,25400,Capital
25405,"1,061.31",25405,Capital
25415,994.32,25415,Capital
25420,"1,197.83",25420,Capital
25425,989.92,25425,Capital
25426,"1,153.55",25426,Capital
25430,752.88,25430,Capital
25431,810.76,25431,Capital
25440,788.37,25440,Capital
25441,964.19,25441,Capital
25442,828.34,25442,Capital
25443,808.03,25443,Capital
25444,842.51,25444,Capital
25445,739.08,25445,Capital
25446,"1,199.45",25446,Capital
25447,851.53,25447,Capital
25449,"1,056.15",25449,Capital
25450,636.29,25450,Capital
25455,751.31,25455,Capital
25490,740.26,25490,Capital
25491,761.45,25491,Capital
25492,932.04,25492,Capital
25500,294.32,25500,Capital
25505,526.35,25505,Capital
25515,689.24,25515,Capital
25520,595.65,25520,Capital
25525,811.38,25525,Capital
25526,982.79,25526,Capital
25530,272.98,25530,Capital
25535,511.35,25535,Capital
25545,641.49,25545,Capital
25560,299.80,25560,Capital
25565,537.93,25565,Capital
25574,693.66,25574,Capital
25575,927.56,25575,Capital
25600,347.95,25600,Capital
25605,559.67,25605,Capital
25606,686.89,25606,Capital
25607,759.06,25607,Capital
25608,849.81,25608,Capital
25609,"1,076.90",25609,Capital
25622,317.45,25622,Capital
25624,506.26,25624,Capital
25628,736.63,25628,Capital
25630,316.30,25630,Capital
25635,481.01,25635,Capital
25645,588.93,25645,Capital
25650,341.04,25650,Capital
25651,504.42,25651,Capital
25652,640.38,25652,Capital
25660,464.06,25660,Capital
25670,624.80,25670,Capital
25671,551.27,25671,Capital
25675,473.72,25675,Capital
25676,647.55,25676,Capital
25680,547.12,25680,Capital
25685,757.23,25685,Capital
25690,508.71,25690,Capital
25695,653.79,25695,Capital
25800,749.03,25800,Capital
25805,871.43,25805,Capital
25810,887.70,25810,Capital
25820,660.46,25820,Capital
25825,806.63,25825,Capital
25830,"1,037.91",25830,Capital
25900,735.59,25900,Capital
25905,723.05,25905,Capital
25907,633.40,25907,Capital
25909,705.13,25909,Capital
25915,"1,199.42",25915,Capital
25920,745.45,25920,Capital
25922,659.73,25922,Capital
25924,728.35,25924,Capital
25927,870.14,25927,Capital
25929,616.79,25929,Capital
25931,803.97,25931,Capital
26010,332.08,26010,Capital
26011,460.06,26011,Capital
26020,568.89,26020,Capital
26025,429.63,26025,Capital
26030,504.31,26030,Capital
26034,563.52,26034,Capital
26035,883.56,26035,Capital
26037,576.91,26037,Capital
26040,323.53,26040,Capital
26045,485.29,26045,Capital
26055,573.84,26055,Capital
26060,260.66,26060,Capital
26070,331.54,26070,Capital
26075,347.15,26075,Capital
26080,408.40,26080,Capital
26100,349.49,26100,Capital
26105,351.44,26105,Capital
26110,333.72,26110,Capital
26111,426.94,26111,Capital
26113,560.61,26113,Capital
26115,542.05,26115,Capital
26116,537.77,26116,Capital
26117,761.56,26117,Capital
26118,"1,073.54",26118,Capital
26121,614.95,26121,Capital
26123,856.85,26123,Capital
26125,274.77,26125,Capital
26130,483.21,26130,Capital
26135,567.80,26135,Capital
26140,521.35,26140,Capital
26145,529.55,26145,Capital
26160,601.06,26160,Capital
26170,418.95,26170,Capital
26180,461.46,26180,Capital
26185,572.53,26185,Capital
26200,463.29,26200,Capital
26205,622.99,26205,Capital
26210,459.52,26210,Capital
26215,584.52,26215,Capital
26230,513.55,26230,Capital
26235,506.49,26235,Capital
26236,454.11,26236,Capital
26250,"1,094.12",26250,Capital
26260,819.06,26260,Capital
26262,648.89,26262,Capital
26320,357.58,26320,Capital
26340,360.47,26340,Capital
26341,116.19,26341,Capital
26350,744.37,26350,Capital
26352,832.25,26352,Capital
26356,809.28,26356,Capital
26357,911.15,26357,Capital
26358,"1,006.67",26358,Capital
26370,782.97,26370,Capital
26372,919.38,26372,Capital
26373,883.36,26373,Capital
26390,886.61,26390,Capital
26392,"1,009.01",26392,Capital
26410,598.59,26410,Capital
26412,715.57,26412,Capital
26415,855.92,26415,Capital
26416,928.39,26416,Capital
26418,619.78,26418,Capital
26420,743.55,26420,Capital
26426,517.28,26426,Capital
26428,799.47,26428,Capital
26432,540.47,26432,Capital
26433,569.76,26433,Capital
26434,697.86,26434,Capital
26437,667.15,26437,Capital
26440,646.24,26440,Capital
26442,992.47,26442,Capital
26445,598.56,26445,Capital
26449,715.19,26449,Capital
26450,463.58,26450,Capital
26455,460.71,26455,Capital
26460,450.40,26460,Capital
26471,660.54,26471,Capital
26474,652.88,26474,Capital
26476,644.56,26476,Capital
26477,628.18,26477,Capital
26478,658.49,26478,Capital
26479,677.65,26479,Capital
26480,783.31,26480,Capital
26483,873.12,26483,Capital
26485,836.84,26485,Capital
26489,970.72,26489,Capital
26490,845.64,26490,Capital
26492,937.02,26492,Capital
26494,849.55,26494,Capital
26496,916.70,26496,Capital
26497,915.24,26497,Capital
26498,"1,196.67",26498,Capital
26499,879.55,26499,Capital
26500,689.88,26500,Capital
26502,760.94,26502,Capital
26508,677.72,26508,Capital
26510,640.60,26510,Capital
26516,746.48,26516,Capital
26517,874.32,26517,Capital
26518,885.73,26518,Capital
26520,677.82,26520,Capital
26525,681.98,26525,Capital
26530,556.10,26530,Capital
26531,646.98,26531,Capital
26535,449.16,26535,Capital
26536,747.78,26536,Capital
26540,700.97,26540,Capital
26541,841.35,26541,Capital
26542,723.96,26542,Capital
26545,737.18,26545,Capital
26546,"1,043.86",26546,Capital
26548,804.45,26548,Capital
26550,"1,680.28",26550,Capital
26551,"3,365.54",26551,Capital
26553,"3,343.22",26553,Capital
26554,"3,895.33",26554,Capital
26555,"1,407.10",26555,Capital
26556,"3,476.21",26556,Capital
26560,637.78,26560,Capital
26561,994.93,26561,Capital
26562,"1,398.33",26562,Capital
26565,713.10,26565,Capital
26567,721.75,26567,Capital
26568,934.86,26568,Capital
26580,"1,568.83",26580,Capital
26587,"1,071.26",26587,Capital
26590,"1,458.44",26590,Capital
26591,484.16,26591,Capital
26593,643.46,26593,Capital
26596,829.42,26596,Capital
26600,310.28,26600,Capital
26605,339.94,26605,Capital
26607,518.62,26607,Capital
26608,494.55,26608,Capital
26615,589.45,26615,Capital
26641,432.92,26641,Capital
26645,448.54,26645,Capital
26650,492.96,26650,Capital
26665,639.24,26665,Capital
26670,364.72,26670,Capital
26675,477.94,26675,Capital
26676,522.51,26676,Capital
26685,587.80,26685,Capital
26686,640.93,26686,Capital
26700,353.91,26700,Capital
26705,451.82,26705,Capital
26706,457.92,26706,Capital
26715,587.49,26715,Capital
26720,208.35,26720,Capital
26725,354.17,26725,Capital
26727,487.02,26727,Capital
26735,610.01,26735,Capital
26740,240.65,26740,Capital
26742,386.18,26742,Capital
26746,758.70,26746,Capital
26750,195.29,26750,Capital
26755,330.89,26755,Capital
26756,434.49,26756,Capital
26765,515.90,26765,Capital
26770,301.28,26770,Capital
26775,407.52,26775,Capital
26776,460.80,26776,Capital
26785,560.65,26785,Capital
26820,836.68,26820,Capital
26841,778.08,26841,Capital
26842,839.12,26842,Capital
26843,788.31,26843,Capital
26844,868.45,26844,Capital
26850,736.79,26850,Capital
26852,839.37,26852,Capital
